expedientecum,consecutivocum,cantidad_cum,forma_farmaceutica,codigo_concentracion,unidad_cum,modalidad,vias_administracion,unidades_medida,familias_atc,numero_filas_fuente,numero_cantidades_ingrediente_distintas,numero_principios_activos,tipos_rol,numero_vias_administracion,numero_codigos_atc,numero_unidades_medida,numero_unidades_referencia,numero_tipos_rol,numero_actores,es_muestra_medica
19947845,8,1.0,SOLUCION INYECTABLE,B,U,FABRICAR Y VENDER,INTRAVENOSA,g,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20020235,6,10.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR,mg,M,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20052210,17,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20056041,11,10.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19976553,6,10.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20187635,3,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20230241,2,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20044951,45,20.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
22501,3,3.0,LIQUIDO ESTERIL PARA INYECCION (AGUA),C,ml,FABRICAR Y VENDER,PARENTERAL,mL,V,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19924345,22,64.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20103545,4,1.0,SOLUCION TOPICA,B,U,FABRICAR Y VENDER,TOPICA (EXTERNA),mL,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
227757,4,1.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20163993,2,10.0,SOLUCION OFTALMICA,C,U,FABRICAR Y VENDER,OFTÁLMICA,mg,S,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20121315,10,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20150389,1,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20056041,17,30.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20047729,1,1.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20062604,45,600.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20109494,56,15.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,g,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20108069,22,28.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
209835,1,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20092739,1,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20129676,10,10.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
19999947,18,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20240967,3,56.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19967646,1,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19971867,8,500.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mcg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20073098,55,2.0,TABLETA DE LIBERACIÓN MODIFICADA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20229963,1,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20001974,23,98.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20012577,20,4.0,TABLETA VAGINAL,A,U,FABRICAR Y VENDER,VAGINAL,mcg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20053906,24,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19943915,2,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20190745,5,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19975067,6,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
48561,12,2.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19929856,5,250.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20094553,18,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20072696,1,15.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20013329,10,24.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,RAQUIDEA,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19974007,1,2.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19992898,1,45.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,D,ml,FABRICAR Y VENDER,ORAL,g,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
32662,1,3500.0,SOLUCION TOPICA,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19908845,9,300.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20023718,21,5.0,TABLETA DE LIBERACION PROLONGADA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20052505,24,500.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
34162,1,252.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20118655,1,1.0,CREMA VAGINAL,D,U,FABRICAR Y VENDER,VAGINAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20224946,2,30.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20089685,7,21.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20066086,38,252.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20080460,13,7.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
29514,1,250.0,SOLUCION INYECTABLE,A,ml,FABRICAR Y VENDER,INTRAVENOSA,g,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19947843,9,1.0,SOLUCION INYECTABLE,C,U,FABRICAR Y VENDER,INTRAVENOSA,g,B,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20126406,1,30.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,ml,FABRICAR Y VENDER,ORAL,g,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19955912,1,5.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,g,FABRICAR Y VENDER,ORAL,g,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20071759,24,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
19954690,6,10.0,INYECTABLES,A,U,FABRICAR Y VENDER,INTRAVENOSA,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20041864,3,50.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20256391,2,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20212210,4,1.0,GEL TOPICO,D,U,FABRICAR Y VENDER,OFTÁLMICA,g,S,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19956182,11,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19970681,2,36.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19932854,6,60.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20044951,27,21.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19934941,6,50.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20243309,2,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19948281,21,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20206833,6,200.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19947845,9,1.0,SOLUCION INYECTABLE,B,U,FABRICAR Y VENDER,INTRAVENOSA,g,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19955371,3,36.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
38998,8,24.0,SOLUCION PARA NEBULIZACION,C,ml,FABRICAR Y VENDER,INHALACION,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19941380,3,100.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20136322,3,20.0,CREMA VAGINAL,D,g,FABRICAR Y VENDER,VAGINAL,g,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20052598,5,3.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19954138,3,20.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20166276,1,100.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,UI,H,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20030796,6,25.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mcg,H,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20041473,2,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
226986,4,60.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,A,U,IMPORTAR Y VENDER,ORAL,g,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19969414,11,150.0,GRANULOS,E,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20016428,8,28.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20023735,5,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19988817,5,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,R,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20071262,2,1.0,SUSPENSION ORAL,A,U,FABRICAR Y VENDER,ORAL,g,A,3.0,2.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
59139,7,1.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20205912,23,300.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
223599,11,4.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20240716,1,1.0,SOLUCIONNASAL,B,U,FABRICAR Y VENDER,INTRANASAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20024307,15,150.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20208337,1,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20174478,4,60.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20057956,23,600.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19985874,7,3.0,TRANSDERMICOS,A,U,IMPORTAR Y VENDER,TRANSDERMAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19925381,6,30.0,COMPRIMIDO,A,U,IMPORTAR Y VENDER,ORAL,mg,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20249956,2,60.0,CAPSULA BLANDA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20132491,6,14.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
200541,22,30.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20136875,4,2.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20150364,2,1.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,U,IMPORTAR Y VENDER,ORAL,g,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20244007,1,10.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19940171,11,900.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20128171,14,750.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,J,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
20085391,20,60.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20149227,3,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19976990,5,10.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20064726,23,15.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
40290,9,40.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20036053,10,1.0,JARABE,B,U,FABRICAR Y VENDER,ORAL,mg,H,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
20008502,5,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20005999,13,100.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,UI,B,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
19901250,16,4.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,IMPORTADOR,1.0,1.0,1.0,1.0,1.0,1.0,1
20221410,4,200.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19991973,22,14.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20251866,8,200.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
35816,3,20.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20106194,9,10.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
38818,3,14.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20138689,4,4.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
4098,23,144.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20200732,2,28.0,TABLETA RECUBIERTA,A,mg,IMPORTAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19965794,13,10.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20063796,5,100.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19942478,1,7.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20035776,6,28.0,TABLETA DE LIBERACION RETARDADA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20082503,49,25.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20223380,22,9.0,SUSPENSION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA,x10^13genomasvect,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19996292,14,300.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20234743,6,56.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20008613,1,20.0,SOLUCION INYECTABLE,A,ml,FABRICAR Y VENDER,INTRAMUSCULAR | SUBCUTANEA,mg,N,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
19902389,2,20.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
50707,9,200.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20022571,17,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20135924,3,30.0,SOLUCIONNASAL,B,ml,FABRICAR Y VENDER,INTRANASAL,g,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20209285,2,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19946107,7,50.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,H,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20235127,7,12.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,BUCAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20084373,7,120.0,SOLUCION ORAL,B,ml,FABRICAR Y VENDER,ORAL,g,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
