expedientecum,consecutivocum,cantidad_cum,forma_farmaceutica,codigo_concentracion,unidad_cum,modalidad,vias_administracion,unidades_medida,familias_atc,numero_filas_fuente,numero_cantidades_ingrediente_distintas,numero_principios_activos,tipos_rol,numero_vias_administracion,numero_codigos_atc,numero_unidades_medida,numero_unidades_referencia,numero_tipos_rol,numero_actores,es_muestra_medica
20023742,10,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
43731,2,20.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20144685,8,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,B,8.0,8.0,8.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
19933606,16,6.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,g,B,36.0,18.0,18.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
22542,3,100.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRA-ARTICULAR | INTRATECAL | INTRAUTERINA | INTRAVENOSA | ORAL | RECTAL,mg,V,21.0,1.0,1.0,FABRICANTE | IMPORTADOR,7.0,1.0,1.0,1.0,2.0,3.0,0
20084893,3,60.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20080581,15,60.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20076204,3,1.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,M,8.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,4.0,0
20052257,13,100.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
225194,2,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,1.0,0
19913029,1,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAMUSCULAR | SUBCUTANEA,u,M,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,3.0,0
19974781,6,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19908192,9,60.0,TABLETA RECUBIERTA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19961834,11,5.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19975067,2,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20023718,15,50.0,TABLETA DE LIBERACION PROLONGADA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20085383,19,900.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20044427,7,5.0,CAPSULA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20052622,4,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,g,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19950452,89,2.0,SOLUCION INYECTABLE,S,U,FABRICAR Y VENDER,INTRAVENOSA | SUBCUTANEA,mg,B,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20004012,4,3.0,OVULO,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
20027702,40,40.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mcg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20061730,3,50.0,CAPSULA DE LIBERACION PROLONGADA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
208159,11,50.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,J,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20206149,9,14.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20077715,1,5.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
19993863,44,1.0,SOLUCION ORAL,B,U,IMPORTAR Y VENDER,ORAL,g,A,12.0,6.0,6.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20077715,10,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
19932905,1,1.0,CREMA TOPICA,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19906441,9,10.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRATECAL | INTRAVENOSA,mg,V,9.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,3.0,0
20219031,8,25.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19954445,12,5.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,H,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20202106,1,15.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
27674,2,4.0,TABLETA CUBIERTA (GRAGEA),A,U,IMPORTAR Y VENDER,ORAL,mg,N,6.0,2.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,1
20196545,1,5.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,M,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,3.0,0
20208446,1,1.0,GRANULOS,A,U,IMPORTAR Y VENDER,ORAL,mg,N,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
49658,7,1.0,GAS,F,U,FABRICAR Y VENDER,INHALACION,m3,V,4.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,4.0,0
20104341,13,84.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20014910,7,100.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,UI,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19980067,1,15.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20043342,38,91.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20086613,5,1.0,SOLUCION OFTALMICA,C,U,IMPORTAR Y VENDER,OFTÁLMICA,mg,S,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,1
20243391,6,10.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20206821,5,60.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,M,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,0
20197216,6,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,N,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19968208,6,100.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,S,æg,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19972384,6,4.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,U,FABRICAR Y VENDER,ORAL,g,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19988249,23,80.0,CAPSULA DE LIBERACION PROLONGADA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,SIN_DATO,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20325287,3,50.0,SOLUCION INYECTABLE,C,U,FABRICAR Y VENDER,EPIDURAL | INTRADERMAL | INTRAVENOSA | PERINEURAL | SUBCUTANEA,mg,C | N,10.0,1.0,1.0,FABRICANTE,5.0,2.0,1.0,1.0,1.0,1.0,0
20143815,1,1.0,CREMA TOPICA,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20138973,6,7.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20104380,21,10.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20186526,1,50.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20004383,5,14.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20014908,4,1.0,JARABE,B,U,FABRICAR Y VENDER,ORAL,g,R,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19969889,14,120.0,SUSPENSION ORAL,B,ml,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20030114,6,28.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20043703,13,60.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20043746,9,5.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19997031,32,90.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19942300,13,4.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20231220,20,10.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20066117,7,20.0,TABLETA DE LIBERACION RETARDADA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20268873,1,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20043746,4,28.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19952266,8,1.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,g,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20030709,19,20.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mcg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20115059,7,63.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20109859,2,20.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,J,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20066116,5,5.0,TABLETA CON CUBIERTA ENTERICA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20005168,11,100.0,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,g,J,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20076051,4,14.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
37902,7,30.0,SOLUCION INYECTABLE,A,ml,FABRICAR Y VENDER,INTRAMUSCULAR,mg,M,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19944485,1,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19901027,4,16.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19929503,2,6.0,SUSPENSION OFTALMICA,C,U,FABRICAR Y VENDER,OFTÁLMICA,mg,S,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19974890,31,1.0,SUSPENSION INYECTABLE,A,U,FABRICAR Y VENDER,INTRA-ARTICULAR | INTRALESIONAL | INTRAMUSCULAR,mg,H,6.0,2.0,2.0,FABRICANTE,3.0,1.0,1.0,1.0,1.0,1.0,0
19988249,44,200.0,CAPSULA DE LIBERACION PROLONGADA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,SIN_DATO,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20263478,1,10.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20016190,9,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19947216,12,25.0,SOLUCION OFTALMICA,C,U,FABRICAR Y VENDER,CONJUNTIVAL,mg,S,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19903517,22,100.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19937169,2,1.0,SOLUCION OFTALMICA,C,U,FABRICAR Y VENDER,CONJUNTIVAL,mg,S,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19968570,1,10.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19955212,24,500.0,TABLETA CUBIERTA (GRAGEA),A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20084847,12,14.0,TABLETA CON CUBIERTA ENTERICA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19937946,18,6.0,SOLUCION OFTALMICA,C,ml,FABRICAR Y VENDER,OFTÁLMICA,mg,S,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20066114,19,20.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
40026,4,240.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20231245,8,8.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19986691,5,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19915081,9,72.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M | N,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
19988249,51,175.0,CAPSULA DE LIBERACION PROLONGADA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,SIN_DATO,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19931314,1,21.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19990284,3,14.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19959380,1,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19944485,16,330.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20066114,3,60.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
46000,23,200.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20004383,23,5.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20075865,8,56.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19943739,5,5.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20198801,5,30.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
47773,1,12.0,SOLUCION INYECTABLE,A,ml,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,J,4.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,2.0,0
20015719,1,1.0,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,S,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,A,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,6.0,0
20149812,3,60.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19983165,7,30.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19968571,12,28.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
14958,2,2.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20066117,12,100.0,TABLETA DE LIBERACION RETARDADA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20256606,4,2.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,UI,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19914260,4,7.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mcg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20053123,3,14.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19941307,1,21.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19997031,14,30.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20025156,12,1.0,GEL TOPICO,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),%(v/v),D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20299143,4,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19998174,71,6.0,POLVO PARA RECONSTITUIR A SOLUCION ORAL,A,U,FABRICAR Y VENDER,ORAL,mg,M,6.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20030114,29,60.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20200273,5,30.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
29313,4,8.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19969889,36,30.0,SUSPENSION ORAL,B,ml,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20009157,5,3.0,OVULO,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20060798,1,1.0,SUSPENSION NASAL,D,U,FABRICAR Y VENDER,INTRANASAL,g,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19997031,3,30.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20233848,14,50.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mcg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19983165,29,72.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20060353,3,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20066114,21,40.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20134577,2,1.0,SOLUCION OFTALMICA,C,U,FABRICAR Y VENDER,OFTÁLMICA,mg,S,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
20213007,10,60.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
20020351,12,20.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19969889,17,90.0,SUSPENSION ORAL,B,ml,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19939445,10,1.0,CREMA VAGINAL,D,U,FABRICAR Y VENDER,VAGINAL,g,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
